Country,District,Village,Village_ID
新北市,中和區,華新里,65000030-035
新北市,中和區,東南里,65000030-036
新北市,中和區,華南里,65000030-037
新北市,中和區,忠孝里,65000030-038
新北市,中和區,崇南里,65000030-039
新北市,中和區,景南里,65000030-040
新北市,中和區,橫路里,65000030-041
新北市,中和區,內南里,65000030-042
新北市,中和區,壽南里,65000030-043
新北市,中和區,外南里,65000030-044
新北市,中和區,復興里,65000030-045
新北市,中和區,和興里,65000030-046
新北市,中和區,景平里,65000030-047
新北市,中和區,景新里,65000030-048
新北市,中和區,景福里,65000030-049
新北市,中和區,景安里,65000030-050
新北市,中和區,景文里,65000030-051
新北市,中和區,錦和里,65000030-052
新北市,中和區,錦昌里,65000030-053
新北市,中和區,灰磘里,65000030-054
新北市,中和區,積穗里,65000030-055
新北市,中和區,民享里,65000030-056
新北市,中和區,員山里,65000030-057
新北市,中和區,嘉穗里,65000030-058
新北市,中和區,文元里,65000030-059
新北市,中和區,嘉新里,65000030-060
新北市,中和區,民安里,65000030-061
新北市,中和區,安穗里,65000030-062
新北市,中和區,瑞穗里,65000030-063
新北市,中和區,明穗里,65000030-064
新北市,中和區,清穗里,65000030-065
新北市,中和區,自強里,65000030-066
新北市,中和區,德穗里,65000030-067
新北市,中和區,民生里,65000030-068
新北市,中和區,國光里,65000030-069
新北市,中和區,壽德里,65000030-070
新北市,中和區,明德里,65000030-071
新北市,中和區,秀水里,65000030-072
新北市,中和區,德行里,65000030-073
新北市,中和區,宜安里,65000030-074
新北市,中和區,安順里,65000030-075
新北市,中和區,秀義里,65000030-076
新北市,中和區,秀士里,65000030-077
新北市,中和區,興南里,65000030-078
新北市,中和區,景本里,65000030-079
新北市,中和區,福南里,65000030-080
新北市,中和區,中興里,65000030-081
新北市,中和區,吉興里,65000030-082
新北市,中和區,中山里,65000030-083
新北市,中和區,碧河里,65000030-084
新北市,中和區,錦中里,65000030-085
新北市,中和區,錦盛里,65000030-086
新北市,中和區,民有里,65000030-087
新北市,中和區,員富里,65000030-088
新北市,中和區,嘉慶里,65000030-089
新北市,中和區,冠穗里,65000030-090
新北市,中和區,國華里,65000030-091
新北市,中和區,正南里,65000030-092
新北市,中和區,正行里,65000030-093
新北市,永和區,福林里,65000040-001
新北市,永和區,文化里,65000040-002
新北市,永和區,豫溪里,65000040-003
新北市,永和區,光明里,65000040-004
新北市,永和區,仁愛里,65000040-005
新北市,永和區,永貞里,65000040-006
新北市,永和區,永福里,65000040-007
新北市,永和區,民治里,65000040-008
新北市,永和區,永成里,65000040-009
新北市,永和區,忠義里,65000040-010
新北市,永和區,永元里,65000040-011
新北市,永和區,秀林里,65000040-012
新北市,永和區,保安里,65000040-013
新北市,永和區,中溪里,65000040-014
新北市,永和區,永安里,65000040-015
新北市,永和區,民族里,65000040-016
新北市,永和區,民權里,65000040-017
新北市,永和區,中興里,65000040-018
新北市,永和區,勵行里,65000040-019
新北市,永和區,秀朗里,65000040-020
新北市,永和區,秀成里,65000040-021
新北市,永和區,上溪里,65000040-022
新北市,永和區,竹林里,65000040-023
新北市,永和區,雙和里,65000040-024
新北市,永和區,安和里,65000040-025
新北市,永和區,水源里,65000040-026
新北市,永和區,協和里,65000040-027
新北市,永和區,河堤里,65000040-028
新北市,永和區,頂溪里,65000040-029
新北市,永和區,潭墘里,65000040-030
新北市,永和區,潭安里,65000040-031
新北市,永和區,大新里,65000040-032
新北市,永和區,保平里,65000040-033
新北市,永和區,民本里,65000040-034
新北市,永和區,民樂里,65000040-035
新北市,永和區,光復里,65000040-036
新北市,永和區,復興里,65000040-037
新北市,永和區,福和里,65000040-038
新北市,永和區,得和里,65000040-039
新北市,永和區,智光里,65000040-040
新北市,永和區,新生里,65000040-041
新北市,永和區,大同里,65000040-042
新北市,永和區,前溪里,65000040-043
新北市,永和區,和平里,65000040-044
新北市,永和區,新廍里,65000040-045
新北市,永和區,下溪里,65000040-046
新北市,永和區,秀和里,65000040-047
新北市,永和區,河濱里,65000040-048
新北市,永和區,民生里,65000040-049
新北市,永和區,秀得里,65000040-050
新北市,永和區,上林里,65000040-051
新北市,永和區,網溪里,65000040-052
新北市,永和區,正興里,65000040-053
新北市,永和區,永興里,65000040-054
新北市,永和區,桂林里,65000040-055
新北市,永和區,店街里,65000040-056
新北市,永和區,信義里,65000040-057
新北市,永和區,後溪里,65000040-058
新北市,永和區,民富里,65000040-059
新北市,永和區,秀元里,65000040-060
新北市,永和區,永樂里,65000040-061
新北市,永和區,保順里,65000040-062
新北市,新莊區,海山里,65000050-001
新北市,新莊區,頭前里,65000050-002
新北市,新莊區,國泰里,65000050-003
新北市,新莊區,全安里,65000050-004
新北市,新莊區,福基里,65000050-005
新北市,新莊區,豐年里,65000050-006
新北市,新莊區,忠孝里,65000050-007
新北市,新莊區,恆安里,65000050-008
新北市,新莊區,後港里,65000050-009
新北市,新莊區,文衡里,65000050-010
新北市,新莊區,中美里,65000050-011
新北市,新莊區,八德里,65000050-012
新北市,新莊區,興漢里,65000050-013
新北市,新莊區,中和里,65000050-014
新北市,新莊區,西盛里,65000050-015
新北市,新莊區,榮和里,65000050-016
新北市,新莊區,中泰里,65000050-017
新北市,新莊區,瓊林里,65000050-018
新北市,新莊區,文德里,65000050-019
新北市,新莊區,中誠里,65000050-020
新北市,新莊區,裕民里,65000050-021
新北市,新莊區,文明里,65000050-022
新北市,新莊區,中港里,65000050-023
新北市,新莊區,富國里,65000050-024
新北市,新莊區,思源里,65000050-025
新北市,新莊區,立人里,65000050-026
新北市,新莊區,南港里,65000050-027
新北市,新莊區,仁愛里,65000050-028
新北市,新莊區,立德里,65000050-029
新北市,新莊區,信義里,65000050-030
新北市,新莊區,立言里,65000050-031
新北市,新莊區,民安里,65000050-032
新北市,新莊區,和平里,65000050-033
新北市,新莊區,立功里,65000050-034
新北市,新莊區,民本里,65000050-035
新北市,新莊區,化成里,65000050-036
新北市,新莊區,立志里,65000050-037
新北市,新莊區,光華里,65000050-038
新北市,新莊區,思賢里,65000050-039
新北市,新莊區,營盤里,65000050-040
新北市,新莊區,光榮里,65000050-041
新北市,新莊區,自強里,65000050-042
新北市,新莊區,丹鳳里,65000050-043
新北市,新莊區,光明里,65000050-044
新北市,新莊區,自立里,65000050-045
新北市,新莊區,合鳳里,65000050-046
新北市,新莊區,幸福里,65000050-047
新北市,新莊區,雙鳳里,65000050-048
新北市,新莊區,自信里,65000050-049
新北市,新莊區,龍鳳里,65000050-050
新北市,新莊區,中華里,65000050-051
新北市,新莊區,中隆里,65000050-052
新北市,新莊區,中原里,65000050-053
新北市,新莊區,中信里,65000050-054
新北市,新莊區,四維里,65000050-055
新北市,新莊區,建福里,65000050-056
新北市,新莊區,中宏里,65000050-057
新北市,新莊區,中全里,65000050-058
新北市,新莊區,立泰里,65000050-059
新北市,新莊區,全泰里,65000050-060
新北市,新莊區,仁義里,65000050-061
新北市,新莊區,立基里,65000050-062
新北市,新莊區,昌明里,65000050-063
新北市,新莊區,昌平里,65000050-064
新北市,新莊區,文聖里,65000050-065
新北市,新莊區,萬安里,65000050-066
新北市,新莊區,龍安里,65000050-067
新北市,新莊區,福營里,65000050-068
新北市,新莊區,後德里,65000050-069
新北市,新莊區,建安里,65000050-070
新北市,新莊區,成德里,65000050-071
新北市,新莊區,福興里,65000050-072
新北市,新莊區,昌信里,65000050-073
新北市,新莊區,昌隆里,65000050-074
新北市,新莊區,中平里,65000050-075
新北市,新莊區,立廷里,65000050-076
新北市,新莊區,泰豐里,65000050-077
新北市,新莊區,富民里,65000050-078
新北市,新莊區,龍福里,65000050-079
新北市,新莊區,祥鳳里,65000050-080
新北市,新莊區,民全里,65000050-081
新北市,新莊區,民有里,65000050-082
新北市,新莊區,光正里,65000050-083
新北市,新莊區,光和里,65000050-084
新北市,新店區,國豐里,65000060-001
新北市,新店區,明德里,65000060-002
新北市,新店區,大豐里,65000060-003
新北市,新店區,大同里,65000060-004
新北市,新店區,江陵里,65000060-005
新北市,新店區,寶興里,65000060-006
新北市,新店區,寶安里,65000060-007
新北市,新店區,信義里,65000060-008
新北市,新店區,忠孝里,65000060-009
新北市,新店區,大鵬里,65000060-010
新北市,新店區,太平里,65000060-011
新北市,新店區,頂城里,65000060-012
新北市,新店區,下城里,65000060-013
新北市,新店區,柴埕里,65000060-014
新北市,新店區,永安里,65000060-015
新北市,新店區,公崙里,65000060-016
新北市,新店區,德安里,65000060-017
新北市,新店區,雙城里,65000060-018
新北市,新店區,日興里,65000060-019
新北市,新店區,玫瑰里,65000060-020
新北市,新店區,塗潭里,65000060-021
新北市,新店區,美潭里,65000060-022
新北市,新店區,員潭里,65000060-023
新北市,新店區,雙坑里,65000060-024
新北市,新店區,粗坑里,65000060-025
新北市,新店區,屈尺里,65000060-026
新北市,新店區,龜山里,65000060-027
新北市,新店區,廣興里,65000060-028
新北市,新店區,直潭里,65000060-029
新北市,新店區,青潭里,65000060-030
新北市,新店區,新店里,65000060-031
新北市,新店區,張南里,65000060-032
新北市,新店區,國校里,65000060-033
新北市,新店區,文中里,65000060-034
新北市,新店區,廣明里,65000060-035
新北市,新店區,文明里,65000060-036
新北市,新店區,中興里,65000060-037
新北市,新店區,新生里,65000060-038
新北市,新店區,新德里,65000060-039
新北市,新店區,張北里,65000060-040
新北市,新店區,五峯里,65000060-041
新北市,新店區,新安里,65000060-042
新北市,新店區,忠誠里,65000060-043
新北市,新店區,中正里,65000060-044
新北市,新店區,中華里,65000060-045
新北市,新店區,仁愛里,65000060-046
新北市,新店區,百忍里,65000060-047
新北市,新店區,百和里,65000060-048
新北市,新店區,福德里,65000060-049
新北市,新店區,百福里,65000060-050
新北市,新店區,福民里,65000060-051
新北市,新店區,中山里,65000060-052
新北市,新店區,和平里,65000060-053
新北市,新店區,中央里,65000060-054
新北市,新店區,明城里,65000060-055
新北市,新店區,安和里,65000060-056
新北市,新店區,吉祥里,65000060-057
新北市,新店區,寶福里,65000060-058
新北市,新店區,小城里,65000060-059
新北市,新店區,香坡里,65000060-060
新北市,新店區,建國里,65000060-061
新北市,新店區,復興里,65000060-062
新北市,新店區,美城里,65000060-063
新北市,新店區,安昌里,65000060-064
新北市,新店區,長春里,65000060-065
新北市,新店區,新和里,65000060-066
新北市,新店區,永平里,65000060-067
新北市,新店區,達觀里,65000060-068
新北市,新店區,華城里,65000060-069
新北市,樹林區,三多里,65000070-001
新北市,樹林區,三福里,65000070-002
新北市,樹林區,三興里,65000070-003
新北市,樹林區,圳安里,65000070-004
新北市,樹林區,保安里,65000070-005
新北市,樹林區,潭底里,65000070-006
新北市,樹林區,獇寮里,65000070-007
新北市,樹林區,樹德里,65000070-008
新北市,樹林區,樹西里,65000070-009
新北市,樹林區,樹南里,65000070-010
新北市,樹林區,樹人里,65000070-011
新北市,樹林區,坡內里,65000070-012
新北市,樹林區,樹東里,65000070-013
新北市,樹林區,大同里,65000070-014
新北市,樹林區,和平里,65000070-015
新北市,樹林區,彭厝里,65000070-016
新北市,樹林區,彭福里,65000070-017
新北市,樹林區,東山里,65000070-018
新北市,樹林區,東陽里,65000070-019
新北市,樹林區,東昇里,65000070-020
新北市,樹林區,樂山里,65000070-021
新北市,樹林區,東園里,65000070-022
新北市,樹林區,西園里,65000070-023
新北市,樹林區,南園里,65000070-024
新北市,樹林區,北園里,65000070-025
新北市,樹林區,柑園里,65000070-026
新北市,樹林區,樹北里,65000070-027
新北市,樹林區,圳福里,65000070-028
新北市,樹林區,樹興里,65000070-029
新北市,樹林區,樹福里,65000070-030
新北市,樹林區,光興里,65000070-031
新北市,樹林區,金寮里,65000070-032
新北市,樹林區,彭興里,65000070-033
新北市,樹林區,文林里,65000070-034
新北市,樹林區,山佳里,65000070-035
新北市,樹林區,中山里,65000070-036
新北市,樹林區,育英里,65000070-037
新北市,樹林區,中華里,65000070-038
新北市,樹林區,太順里,65000070-039
新北市,樹林區,圳民里,65000070-040
新北市,樹林區,圳生里,65000070-041
新北市,樹林區,三龍里,65000070-042
新北市,鶯歌區,東鶯里,65000080-001
新北市,鶯歌區,西鶯里,65000080-002
新北市,鶯歌區,南鶯里,65000080-003
新北市,鶯歌區,北鶯里,65000080-004
新北市,鶯歌區,中鶯里,65000080-005
新北市,鶯歌區,建德里,65000080-006
新北市,鶯歌區,同慶里,65000080-007
新北市,鶯歌區,永昌里,65000080-008
新北市,鶯歌區,南靖里,65000080-009
新北市,鶯歌區,尖山里,65000080-010
新北市,鶯歌區,二橋里,65000080-011
新北市,鶯歌區,二甲里,65000080-012
新北市,鶯歌區,東湖里,65000080-013
新北市,鶯歌區,大湖里,65000080-014
新北市,鶯歌區,鳳鳴里,65000080-015
新北市,鶯歌區,鳳福里,65000080-016
新北市,鶯歌區,永吉里,65000080-017
新北市,鶯歌區,中湖里,65000080-018
新北市,鶯歌區,鳳祥里,65000080-019
新北市,鶯歌區,建國里,65000080-020
新北市,三峽區,三峽里,65000090-001
新北市,三峽區,秀川里,65000090-002
新北市,三峽區,八張里,65000090-003
新北市,三峽區,中埔里,65000090-004
新北市,三峽區,弘道里,65000090-005
新北市,三峽區,永舘里,65000090-006
新北市,三峽區,礁溪里,65000090-007
新北市,三峽區,鳶山里,65000090-008
新北市,三峽區,龍埔里,65000090-009
新北市,三峽區,大埔里,65000090-010
新北市,三峽區,嘉添里,65000090-011
新北市,三峽區,添福里,65000090-012
新北市,三峽區,金圳里,65000090-013
新北市,三峽區,五寮里,65000090-014
新北市,三峽區,插角里,65000090-015
新北市,三峽區,有木里,65000090-016
新北市,三峽區,溪北里,65000090-017
新北市,三峽區,溪南里,65000090-018
新北市,三峽區,溪東里,65000090-019
新北市,三峽區,成福里,65000090-020
新北市,三峽區,安坑里,65000090-021
新北市,三峽區,竹崙里,65000090-022
新北市,三峽區,介壽里,65000090-023
新北市,三峽區,安溪里,65000090-024
新北市,三峽區,中正里,65000090-025
新北市,三峽區,二鬮里,65000090-026
新北市,三峽區,龍學里,65000090-027
新北市,三峽區,龍恩里,65000090-028
新北市,淡水區,中和里,65000100-001
新北市,淡水區,屯山里,65000100-002
新北市,淡水區,賢孝里,65000100-003
新北市,淡水區,興仁里,65000100-004
新北市,淡水區,蕃薯里,65000100-005
新北市,淡水區,義山里,65000100-006
新北市,淡水區,忠山里,65000100-007
新北市,淡水區,崁頂里,65000100-008
新北市,淡水區,埤島里,65000100-009
新北市,淡水區,新興里,65000100-010
新北市,淡水區,水碓里,65000100-011
新北市,淡水區,北投里,65000100-012
新北市,淡水區,水源里,65000100-013
新北市,淡水區,忠寮里,65000100-014
新北市,淡水區,樹興里,65000100-015
新北市,淡水區,坪頂里,65000100-016
新北市,淡水區,福德里,65000100-017
新北市,淡水區,竹圍里,65000100-018
新北市,淡水區,民生里,65000100-019
新北市,淡水區,八勢里,65000100-020
新北市,淡水區,竿蓁里,65000100-021
新北市,淡水區,鄧公里,65000100-022
新北市,淡水區,中興里,65000100-023
新北市,淡水區,長庚里,65000100-024
新北市,淡水區,清文里,65000100-025
新北市,淡水區,草東里,65000100-026
新北市,淡水區,協元里,65000100-027
新北市,淡水區,永吉里,65000100-028
新北市,淡水區,民安里,65000100-029
新北市,淡水區,新生里,65000100-030
新北市,淡水區,文化里,65000100-031
新北市,淡水區,油車里,65000100-032
新北市,淡水區,沙崙里,65000100-033
新北市,淡水區,新義里,65000100-034
新北市,淡水區,新春里,65000100-035
新北市,淡水區,新民里,65000100-036
新北市,淡水區,正德里,65000100-037
新北市,淡水區,北新里,65000100-038
新北市,淡水區,民權里,65000100-039
新北市,淡水區,幸福里,65000100-040
新北市,淡水區,學府里,65000100-041
新北市,淡水區,大庄里,65000100-042
新北市,汐止區,義民里,65000110-001
新北市,汐止區,禮門里,65000110-002
新北市,汐止區,智慧里,65000110-003
新北市,汐止區,信望里,65000110-004
新北市,汐止區,橋東里,65000110-005
新北市,汐止區,秀峰里,65000110-006
新北市,汐止區,新昌里,65000110-007
新北市,汐止區,復興里,65000110-008
新北市,汐止區,茄苳里,65000110-009
新北市,汐止區,長安里,65000110-010
新北市,汐止區,保安里,65000110-011
新北市,汐止區,保長里,65000110-012
新北市,汐止區,鄉長里,65000110-013
新北市,汐止區,江北里,65000110-014
新北市,汐止區,拱北里,65000110-015
新北市,汐止區,烘內里,65000110-016
新北市,汐止區,八連里,65000110-017
新北市,汐止區,樟樹里,65000110-018
新北市,汐止區,北峰里,65000110-019
新北市,汐止區,北山里,65000110-020
新北市,汐止區,白雲里,65000110-021
新北市,汐止區,橫科里,65000110-022
新北市,汐止區,東山里,65000110-023
新北市,汐止區,福山里,65000110-024
新北市,汐止區,宜興里,65000110-025
新北市,汐止區,中興里,65000110-026
新北市,汐止區,湖光里,65000110-027
新北市,汐止區,仁德里,65000110-028
新北市,汐止區,厚德里,65000110-029
新北市,汐止區,忠孝里,65000110-030
新北市,汐止區,自強里,65000110-031
新北市,汐止區,文化里,65000110-032
新北市,汐止區,金龍里,65000110-033
新北市,汐止區,福德里,65000110-034
新北市,汐止區,興福里,65000110-035
新北市,汐止區,康福里,65000110-036
新北市,汐止區,忠山里,65000110-037
新北市,汐止區,環河里,65000110-038
新北市,汐止區,東勢里,65000110-039
新北市,汐止區,山光里,65000110-040
新北市,汐止區,大同里,65000110-041
新北市,汐止區,崇德里,65000110-042
新北市,汐止區,湖興里,65000110-043
新北市,汐止區,長青里,65000110-044
新北市,汐止區,福安里,65000110-045
新北市,汐止區,秀山里,65000110-046
新北市,汐止區,建成里,65000110-047
新北市,汐止區,城中里,65000110-048
新北市,汐止區,湖蓮里,65000110-049
新北市,汐止區,保新里,65000110-050
新北市,瑞芳區,龍潭里,65000120-001
新北市,瑞芳區,龍興里,65000120-002
新北市,瑞芳區,龍鎮里,65000120-003
新北市,瑞芳區,龍川里,65000120-004
新北市,瑞芳區,龍山里,65000120-005
新北市,瑞芳區,龍安里,65000120-006
新北市,瑞芳區,爪峯里,65000120-007
新北市,瑞芳區,柑坪里,65000120-008
新北市,瑞芳區,東和里,65000120-009
新北市,瑞芳區,上天里,65000120-010
新北市,瑞芳區,吉慶里,65000120-011
新北市,瑞芳區,吉安里,65000120-012
新北市,瑞芳區,傑魚里,65000120-013
新北市,瑞芳區,猴硐里,65000120-014
新北市,瑞芳區,光復里,65000120-015
新北市,瑞芳區,弓橋里,65000120-016
新北市,瑞芳區,碩仁里,65000120-017
新北市,瑞芳區,基山里,65000120-018
新北市,瑞芳區,永慶里,65000120-019
新北市,瑞芳區,崇文里,65000120-020
新北市,瑞芳區,福住里,65000120-021
新北市,瑞芳區,頌德里,65000120-022
新北市,瑞芳區,新山里,65000120-023
新北市,瑞芳區,瓜山里,65000120-024
新北市,瑞芳區,銅山里,65000120-025
新北市,瑞芳區,石山里,65000120-026
新北市,瑞芳區,濓新里,65000120-027
新北市,瑞芳區,濓洞里,65000120-028
新北市,瑞芳區,海濱里,65000120-029
新北市,瑞芳區,瑞濱里,65000120-030
新北市,瑞芳區,深澳里,65000120-031
新北市,瑞芳區,南雅里,65000120-032
新北市,瑞芳區,鼻頭里,65000120-033
新北市,瑞芳區,新峰里,65000120-034
新北市,土城區,埤塘里,65000130-001
新北市,土城區,土城里,65000130-002
新北市,土城區,員林里,65000130-003
新北市,土城區,員仁里,65000130-004
新北市,土城區,長風里,65000130-005
新北市,土城區,日新里,65000130-006
新北市,土城區,日和里,65000130-007
新北市,土城區,貨饒里,65000130-008
新北市,土城區,柑林里,65000130-009
新北市,土城區,埤林里,65000130-010
新北市,土城區,瑞興里,65000130-011
新北市,土城區,清水里,65000130-012
新北市,土城區,清和里,65000130-013
新北市,土城區,永豐里,65000130-014
新北市,土城區,清化里,65000130-015
新北市,土城區,清溪里,65000130-016
新北市,土城區,峯廷里,65000130-017
新北市,土城區,平和里,65000130-018
新北市,土城區,廷寮里,65000130-019
新北市,土城區,大安里,65000130-020
新北市,土城區,永寧里,65000130-021
新北市,土城區,沛陂里,65000130-022
新北市,土城區,頂埔里,65000130-023
新北市,土城區,頂福里,65000130-024
新北市,土城區,頂新里,65000130-025
新北市,土城區,祖田里,65000130-026
新北市,土城區,樂利里,65000130-027
新北市,土城區,廣福里,65000130-028
新北市,土城區,學府里,65000130-029
新北市,土城區,延壽里,65000130-030
新北市,土城區,安和里,65000130-031
新北市,土城區,青雲里,65000130-032
新北市,土城區,員福里,65000130-033
新北市,土城區,延吉里,65000130-034
新北市,土城區,復興里,65000130-035
新北市,土城區,裕生里,65000130-036
新北市,土城區,員信里,65000130-037
新北市,土城區,永富里,65000130-038
新北市,土城區,學成里,65000130-039
新北市,土城區,延和里,65000130-040
新北市,土城區,中正里,65000130-041
新北市,土城區,學士里,65000130-042
新北市,土城區,明德里,65000130-043
新北市,土城區,廣興里,65000130-044
新北市,土城區,青山里,65000130-045
新北市,土城區,金城里,65000130-046
新北市,土城區,延祿里,65000130-047
新北市,蘆洲區,正義里,65000140-001
新北市,蘆洲區,中原里,65000140-002
新北市,蘆洲區,中路里,65000140-003
新北市,蘆洲區,光華里,65000140-004
新北市,蘆洲區,保佑里,65000140-005
新北市,蘆洲區,水湳里,65000140-006
新北市,蘆洲區,樓厝里,65000140-007
新北市,蘆洲區,鷺江里,65000140-008
新北市,蘆洲區,恆德里,65000140-009
新北市,蘆洲區,溪墘里,65000140-010
新北市,蘆洲區,樹德里,65000140-011
新北市,蘆洲區,保和里,65000140-012
新北市,蘆洲區,仁復里,65000140-013
新北市,蘆洲區,得勝里,65000140-014
新北市,蘆洲區,南港里,65000140-015
新北市,蘆洲區,永樂里,65000140-016
新北市,蘆洲區,永康里,65000140-017
新北市,蘆洲區,信義里,65000140-018
新北市,蘆洲區,玉清里,65000140-019
新北市,蘆洲區,復興里,65000140-020
新北市,蘆洲區,水河里,65000140-021
新北市,蘆洲區,仁愛里,65000140-022
新北市,蘆洲區,忠義里,65000140-023
新北市,蘆洲區,九芎里,65000140-024
新北市,蘆洲區,中華里,65000140-025
新北市,蘆洲區,得仁里,65000140-026
新北市,蘆洲區,仁德里,65000140-027
新北市,蘆洲區,仁義里,65000140-028
新北市,蘆洲區,光明里,65000140-029
新北市,蘆洲區,保新里,65000140-030
新北市,蘆洲區,長安里,65000140-031
新北市,蘆洲區,民和里,65000140-032
新北市,蘆洲區,忠孝里,65000140-033
新北市,蘆洲區,福安里,65000140-034
新北市,蘆洲區,永安里,65000140-035
新北市,蘆洲區,延平里,65000140-036
新北市,蘆洲區,成功里,65000140-037
新北市,蘆洲區,永德里,65000140-038
新北市,五股區,興珍里,65000150-001
新北市,五股區,更寮里,65000150-002
新北市,五股區,集福里,65000150-003
新北市,五股區,觀音里,65000150-004
新北市,五股區,成州里,65000150-005
新北市,五股區,成功里,65000150-006
新北市,五股區,五龍里,65000150-007
新北市,五股區,五股里,65000150-008
新北市,五股區,五福里,65000150-009
新北市,五股區,德音里,65000150-010
新北市,五股區,陸一里,65000150-011
新北市,五股區,貿商里,65000150-012
新北市,五股區,德泰里,65000150-013
新北市,五股區,成德里,65000150-014
新北市,五股區,六福里,65000150-015
新北市,五股區,集賢里,65000150-016
新北市,五股區,民義里,65000150-017
新北市,五股區,成泰里,65000150-018
新北市,五股區,水碓里,65000150-019
新北市,五股區,福德里,65000150-020
新北市,泰山區,大科里,65000160-001
新北市,泰山區,黎明里,65000160-002
新北市,泰山區,山腳里,65000160-003
新北市,泰山區,福泰里,65000160-004
新北市,泰山區,楓樹里,65000160-005
新北市,泰山區,同榮里,65000160-006
新北市,泰山區,義學里,65000160-007
新北市,泰山區,明志里,65000160-008
新北市,泰山區,貴子里,65000160-009
新北市,泰山區,貴和里,65000160-010
新北市,泰山區,同興里,65000160-011
新北市,泰山區,義仁里,65000160-012
新北市,泰山區,泰友里,65000160-013
新北市,泰山區,新明里,65000160-014
新北市,泰山區,貴賢里,65000160-015
新北市,泰山區,福興里,65000160-016
新北市,泰山區,全興里,65000160-017
新北市,林口區,東林里,65000170-001
新北市,林口區,林口里,65000170-002
新北市,林口區,西林里,65000170-003
新北市,林口區,菁湖里,65000170-004
新北市,林口區,中湖里,65000170-005
新北市,林口區,湖北里,65000170-006
新北市,林口區,湖南里,65000170-007
新北市,林口區,南勢里,65000170-008
新北市,林口區,東勢里,65000170-009
新北市,林口區,頂福里,65000170-010
新北市,林口區,下福里,65000170-011
新北市,林口區,嘉寶里,65000170-012
新北市,林口區,瑞平里,65000170-013
新北市,林口區,太平里,65000170-014
新北市,林口區,仁愛里,65000170-015
新北市,林口區,麗林里,65000170-016
新北市,林口區,麗園里,65000170-017
新北市,深坑區,深坑里,65000180-001
新北市,深坑區,萬順里,65000180-002
新北市,深坑區,土庫里,65000180-003
新北市,深坑區,昇高里,65000180-004
新北市,深坑區,阿柔里,65000180-005
新北市,深坑區,埔新里,65000180-006
新北市,深坑區,萬福里,65000180-007
新北市,深坑區,賴仲里,65000180-008
新北市,石碇區,石碇里,65000190-001
新北市,石碇區,潭邊里,65000190-002
新北市,石碇區,隆盛里,65000190-003
新北市,石碇區,烏塗里,65000190-004
新北市,石碇區,彭山里,65000190-005
新北市,石碇區,豐田里,65000190-006
新北市,石碇區,永定里,65000190-007
新北市,石碇區,中民里,65000190-008
新北市,石碇區,光明里,65000190-009
新北市,石碇區,豐林里,65000190-010
新北市,石碇區,永安里,65000190-011
新北市,石碇區,格頭里,65000190-012
新北市,坪林區,粗窟里,65000200-001
新北市,坪林區,坪林里,65000200-002
新北市,坪林區,大林里,65000200-003
新北市,坪林區,石𥕢里,65000200-004
新北市,坪林區,上德里,65000200-005
新北市,坪林區,水德里,65000200-006
新北市,坪林區,漁光里,65000200-007
新北市,三芝區,八賢里,65000210-001
新北市,三芝區,埔頭里,65000210-002
新北市,三芝區,古庄里,65000210-003
新北市,三芝區,新庄里,65000210-004
新北市,三芝區,埔坪里,65000210-005
新北市,三芝區,茂長里,65000210-006
新北市,三芝區,橫山里,65000210-007
新北市,三芝區,錫板里,65000210-008
新北市,三芝區,後厝里,65000210-009
新北市,三芝區,福德里,65000210-010
新北市,三芝區,圓山里,65000210-011
新北市,三芝區,店子里,65000210-012
新北市,三芝區,興華里,65000210-013
新北市,石門區,德茂里,65000220-001
新北市,石門區,富基里,65000220-002
新北市,石門區,老梅里,65000220-003
新北市,石門區,山溪里,65000220-004
新北市,石門區,石門里,65000220-005
新北市,石門區,尖鹿里,65000220-006
新北市,石門區,乾華里,65000220-007
新北市,石門區,茂林里,65000220-008
新北市,石門區,草里里,65000220-009
新北市,八里區,龍源里,65000230-001
新北市,八里區,米倉里,65000230-002
新北市,八里區,大崁里,65000230-003
新北市,八里區,埤頭里,65000230-004
新北市,八里區,頂罟里,65000230-005
新北市,八里區,舊城里,65000230-006
新北市,八里區,訊塘里,65000230-007
新北市,八里區,荖阡里,65000230-008
新北市,八里區,長坑里,65000230-009
新北市,八里區,下罟里,65000230-010
新北市,平溪區,薯榔里,65000240-001
新北市,平溪區,菁桐里,65000240-002
新北市,平溪區,白石里,65000240-003
新北市,平溪區,石底里,65000240-004
新北市,平溪區,平溪里,65000240-005
新北市,平溪區,嶺腳里,65000240-006
新北市,平溪區,東勢里,65000240-007
新北市,平溪區,望古里,65000240-008
新北市,平溪區,南山里,65000240-009
新北市,平溪區,平湖里,65000240-010
新北市,平溪區,十分里,65000240-011
新北市,平溪區,新寮里,65000240-012
新北市,雙溪區,雙溪里,65000250-001
新北市,雙溪區,共和里,65000250-002
新北市,雙溪區,新基里,65000250-003
新北市,雙溪區,魚行里,65000250-004
新北市,雙溪區,三港里,65000250-005
新北市,雙溪區,牡丹里,65000250-006
新北市,雙溪區,三貂里,65000250-007
新北市,雙溪區,平林里,65000250-008
新北市,雙溪區,上林里,65000250-009
新北市,雙溪區,外柑里,65000250-010
新北市,雙溪區,長源里,65000250-011
新北市,雙溪區,泰平里,65000250-012
新北市,貢寮區,貢寮里,65000260-001
